CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600X 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,20:45:59 - August 08 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
21:01:39 08/08/25,71,71,71,71,71,71,,,52,83,18,3675.09,,52,83,7,3675.09,,52,83,7,4650.11,,52,83,9,4650.11,,52,83,6,4650.11,,52,83,7,4650.11,45.4,
21:01:49 08/08/25,73,73,73,73,73,73,,,52,83,22,3675.09,,52,83,5,3675.09,,52,83,4,3675.09,,52,83,7,3675.09,,52,83,4,3675.09,,52,83,7,3675.09,51.4,
21:01:59 08/08/25,75,75,75,75,75,75,,,52,83,22,3675.09,,52,83,8,3675.09,,52,83,5,3675.09,,52,83,11,3675.09,,52,83,10,3675.09,,52,83,8,3675.09,51.1,
21:02:09 08/08/25,72,72,72,72,72,72,,,52,83,15,4650.11,,52,83,8,4650.11,,52,83,7,4650.11,,52,83,7,4650.11,,52,83,8,3720.09,,52,83,10,3720.09,51.0,
21:02:19 08/08/25,72,72,72,72,72,72,,,52,83,16,4650.11,,52,83,7,4575.11,,52,83,4,4575.11,,52,83,10,4575.11,,52,83,7,4575.11,,52,83,8,4575.11,48.9,
21:02:29 08/08/25,71,71,71,71,71,71,,,52,83,17,4650.11,,52,83,10,4650.11,,52,83,5,4650.11,,52,83,12,4650.11,,52,83,4,3720.09,,52,83,5,4650.11,51.5,
21:02:39 08/08/25,72,72,72,72,72,72,,,52,83,15,3675.09,,52,83,5,3675.09,,52,83,2,3675.09,,52,83,8,3675.09,,52,83,3,3675.09,,52,83,3,3675.09,50.5,
21:02:49 08/08/25,71,71,71,71,71,71,,,52,83,16,3675.09,,52,83,4,3675.09,,52,83,4,3675.09,,52,83,5,3675.09,,52,83,4,3675.09,,52,83,6,3675.09,49.5,
21:02:59 08/08/25,71,71,71,71,71,71,,,52,83,11,3675.09,,52,83,5,3675.09,,52,83,4,3675.09,,52,83,7,3675.09,,52,83,6,3675.09,,52,83,5,3675.09,48.4,
21:03:09 08/08/25,70,70,70,70,70,70,,,52,83,14,4650.11,,52,83,5,4650.11,,52,83,3,4650.11,,52,83,9,4650.11,,52,83,4,4650.11,,52,83,8,4650.11,44.8,
21:03:19 08/08/25,71,71,71,71,71,71,,,52,83,12,4650.11,,52,83,4,4650.11,,52,83,0,3720.09,,52,83,8,3720.09,,52,83,2,3720.09,,52,83,6,3720.09,45.9,
21:03:29 08/08/25,71,71,71,71,71,71,,,52,83,13,3675.09,,52,83,6,3675.09,,52,83,4,3675.09,,52,83,10,3675.09,,52,83,5,3675.09,,52,83,8,3675.09,46.6,
21:03:39 08/08/25,73,73,73,73,73,73,,,52,83,20,3675.09,,52,83,10,3675.09,,52,83,7,3675.09,,52,83,10,3675.09,,52,83,10,3675.09,,52,83,7,3675.09,48.8,
21:03:49 08/08/25,73,73,73,73,73,73,,,52,83,13,3675.09,,52,83,7,3675.09,,52,83,5,3675.09,,52,83,8,3675.09,,52,83,4,3675.09,,52,83,5,3675.09,47.5,
21:03:59 08/08/25,74,74,74,74,74,74,,,52,83,23,4600.11,,52,83,11,4600.11,,52,83,8,4600.11,,52,83,13,4600.11,,52,83,8,4625.11,,52,83,5,4625.11,57.8,
21:04:09 08/08/25,72,72,72,72,72,72,,,52,83,16,4650.11,,52,83,6,4650.11,,52,83,4,3720.09,,52,83,7,3720.09,,52,83,4,3720.09,,52,83,5,3720.09,49.9,
21:04:19 08/08/25,71,71,71,71,71,71,,,52,83,13,3675.09,,52,83,7,3675.09,,52,83,3,3675.09,,52,83,6,3675.09,,52,83,4,3675.09,,52,83,5,3675.09,47.1,
21:04:29 08/08/25,71,71,71,71,71,71,,,52,83,15,3675.09,,52,83,7,3675.09,,52,83,5,3675.09,,52,83,13,3675.09,,52,83,6,3675.09,,52,83,9,3675.09,50.1,
21:04:39 08/08/25,72,72,72,72,72,72,,,52,83,11,3675.09,,52,83,5,3675.09,,52,83,3,3675.09,,52,83,9,3675.09,,52,83,4,3675.09,,52,83,5,3675.09,45.8,
21:04:49 08/08/25,79,79,79,79,79,79,,,52,83,32,4600.11,,52,83,10,4600.11,,52,83,3,3680.09,,52,83,27,3680.09,,52,83,3,3680.09,,52,83,6,3680.09,60.3,
21:04:59 08/08/25,74,74,74,74,74,74,,,52,83,13,4650.11,,52,83,4,4650.11,,52,83,4,4650.11,,52,83,10,4650.11,,52,83,3,4650.11,,52,83,6,4650.11,48.5,
21:05:09 08/08/25,71,71,71,71,71,71,,,52,83,19,3720.09,,52,83,8,3720.09,,52,83,4,3720.09,,52,83,10,3720.09,,52,83,4,3720.09,,52,83,7,3720.09,45.2,
21:05:19 08/08/25,71,71,71,71,71,71,,,52,83,12,3675.09,,52,83,6,3675.09,,52,83,4,3675.09,,52,83,8,4650.11,,52,83,4,4650.11,,52,83,8,4650.11,47.0,
21:05:29 08/08/25,72,72,72,72,72,72,,,52,83,18,3675.09,,52,83,8,3675.09,,52,83,6,3675.09,,52,83,11,3675.09,,52,83,5,3675.09,,52,83,6,3675.09,50.3,
